id,name,brewery,price,description,imageUrl,oldId
dfcoey79,来福　純米生酒　初しぼり,価格,1683,"来福　純米生酒　初しぼり   
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">来福（RAIFUKU）</p>
<h2 style=""margin-bottom: 1.5em; line-height: 1.8;"">来福　純米生酒　初しぼり</h2>
<a href=""https://nom2.jp/brewery/raifuku"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">来福酒造（RAIFUKU SHUZO） / 茨城県筑西市</a>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">特定名称</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-886ec4c6-3832-4d75-b7f3-b617cbec523a="""" ><p data-s-ebfb7180-0c81-4092-8209-ae4615fa44ed="""" data-r-0_0_1_0_0_1_1_1_1_ebfb7180-0c81-4092-8209-ae4615fa44ed="""" >純米酒</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">日本酒度<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">16度</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">精米歩合<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">59％</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">味わい</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-72f0044e-7751-4a95-b21b-3f6d7c859c5b="""" ><p data-s-35404844-5c34-481a-8cd7-381b1b6dd1dc="""" data-r-0_0_1_3_0_1_1_1_1_35404844-5c34-481a-8cd7-381b1b6dd1dc="""" >淡麗</p></li><li data-s-72f0044e-7751-4a95-b21b-3f6d7c859c5b="""" ><p data-s-35404844-5c34-481a-8cd7-381b1b6dd1dc="""" data-r-0_1_1_3_0_1_1_1_1_35404844-5c34-481a-8cd7-381b1b6dd1dc="""" >酸味</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">おすすめの飲み方</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_0_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >冷酒</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">容量<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720 ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">※参考元サイトによる参考価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,683 (税込)</p>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">商品詳細</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">花酵母を駆使して、<br/>華やかな香りの日本酒を提供してくれる茨城県の『来福』の新酒！<br/><br/>茨城県産契約栽培「五百万石」と<br/>花酵母を使用して醸したフレッシュな生酒は、香りは穏やかで、口に含むとジューシーな味わいが感じられます。<br/>酸味でキレが良く、すっきりとした仕上がりです。</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページはこちら</p>
keyboard_arrow_right<a href=""https://a.r10.to/hRaFvG"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページへ（外部サイト）</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">その他商品一覧</h1>
<a href=""https://nom2.jp/nihonshu/1WmXVUJz"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">来福（RAIFUKU）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">来福 らいふく 純米吟醸 夏麗 KAREI</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,870 (税込)</p></a><a href=""https://nom2.jp/nihonshu/AoqEvOqF"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">来福（RAIFUKU）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">来福　純米吟醸　いちごの花酵母</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,650 (税込)</p></a><a href=""https://nom2.jp/nihonshu/GSjiG5uC"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">【ふるさと納税】No.084 日本酒アイス　秀...</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 13,000 (税込)</p></a><a href=""https://nom2.jp/nihonshu/-rLYEhMb"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">来福（RAIFUKU）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">来福　純米吟醸　安康（あんこう）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,815 (税込)</p></a><a href=""https://nom2.jp/nihonshu/S8POcPNm"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">来福（RAIFUKU）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">来福（らいふく）Coming Happines...</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">1800ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 3,190 (税込)</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">飲める・買えるお店</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">該当するリストがありません</p>
<a href=""https://nom2.jp/nihonshu/dfCOEY79"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">来福　純米生酒　初しぼり</a>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_d269f6a7-9672-429e-bba7-e1caf2deb422.jpg,dfCOEY79
lfluu1bh,紀土 しぼりたて　純米吟醸,価格,1513,"紀土 しぼりたて　純米吟醸   
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土（KID）</p>
<h2 style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土 しぼりたて　純米吟醸</h2>
<a href=""https://nom2.jp/brewery/heiwa"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">平和酒造（HEIWA SHUZO）/ 和歌山県海南市</a>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">特定名称</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-886ec4c6-3832-4d75-b7f3-b617cbec523a="""" ><p data-s-ebfb7180-0c81-4092-8209-ae4615fa44ed="""" data-r-0_0_1_0_0_1_1_1_1_ebfb7180-0c81-4092-8209-ae4615fa44ed="""" >純米吟醸酒</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">日本酒度<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">15度</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">精米歩合<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">55％</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">味わい</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-72f0044e-7751-4a95-b21b-3f6d7c859c5b="""" ><p data-s-35404844-5c34-481a-8cd7-381b1b6dd1dc="""" data-r-0_0_1_3_0_1_1_1_1_35404844-5c34-481a-8cd7-381b1b6dd1dc="""" >淡麗</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">おすすめの飲み方</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_0_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >冷酒</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">容量<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720 ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">※参考元サイトによる参考価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,513 (税込)</p>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">商品詳細</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">しぼりたてらしいフレッシュな味わいの滑らかな口当たりのお酒です。生酒ならではの程良い飲み応えもあります。紀土らしい爽快さ、綺麗さ、柔らかな旨さを感じてみてください。</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページはこちら</p>
keyboard_arrow_right<a href=""https://a.r10.to/hP3UlP"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページへ（外部サイト）</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">その他商品一覧</h1>
<a href=""https://nom2.jp/nihonshu/lFlUu1BH"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土（KID）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土 しぼりたて　純米吟醸</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,513 (税込)</p></a><a href=""https://nom2.jp/nihonshu/L-kRK2w7"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土（KID）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土　純米吟醸　夏ノ疾風</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,350 (税込)</p></a><a href=""https://nom2.jp/nihonshu/UoexoWp_"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土（KID）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土 -KID- 大吟醸</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 2,310 (税込)</p></a><a href=""https://nom2.jp/nihonshu/w7s5TlJl"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土（KID）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土 KID 純米大吟醸 山田錦</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,540 (税込)</p></a><a href=""https://nom2.jp/nihonshu/elOcXmjm"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土（KID）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">紀土 白麹仕込 純米酒</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,980 (税込)</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">飲める・買えるお店</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">該当するリストがありません</p>
<a href=""https://nom2.jp/nihonshu/lFlUu1BH"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">紀土 しぼりたて　純米吟醸</a>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-500x500_webp_c14de08d-6ca2-468e-9e5f-b2b8a15dee37.png,lFlUu1BH
jfehzdd5,大七　純米　生酛,価格,1606,"大七　純米　生酛   
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">大七（DAISHICHI）</p>
<h2 style=""margin-bottom: 1.5em; line-height: 1.8;"">大七　純米　生酛</h2>
<a href=""https://nom2.jp/brewery/daishichi"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">大七酒造（DAISHICHI SHUZO）/ 福島県二本松市</a>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">特定名称</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-886ec4c6-3832-4d75-b7f3-b617cbec523a="""" ><p data-s-ebfb7180-0c81-4092-8209-ae4615fa44ed="""" data-r-0_0_1_0_0_1_1_1_1_ebfb7180-0c81-4092-8209-ae4615fa44ed="""" >純米酒</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">日本酒度<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">15度</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">精米歩合<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">69％</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">味わい</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-72f0044e-7751-4a95-b21b-3f6d7c859c5b="""" ><p data-s-35404844-5c34-481a-8cd7-381b1b6dd1dc="""" data-r-0_0_1_3_0_1_1_1_1_35404844-5c34-481a-8cd7-381b1b6dd1dc="""" >旨味</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">おすすめの飲み方</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_0_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >ぬる燗</p></li><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_1_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >常温</p></li><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_2_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >熱燗</p></li><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_3_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >冷酒</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">容量<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720 ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">※参考元サイトによる参考価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,606 (税込)</p>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">商品詳細</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">お燗にして美味しい東の横綱、生もと造りに秀でる蔵元。<br/>白い花や白桃を思わせるクリーミーで上品な香りに<br/>しっとりした旨みがのり、熟成した豊かなコクと酸味が<br/>見事なバランスで後味のキレもよく、飲み飽きしません。<br/><br/>「燗酒日本一」に輝いたお燗にして更に楽しめるお酒でもあり、<br/>上燗で豊かなコクと旨みと酸味が完全に溶け合い、<br/>まろやかで深みがあるバランスよい味わいに。<br/>冷やから熱燗まで幅広い温度帯で楽しめ、四季折々の<br/>どんな味わいの料理にも合う懐の広さが魅力の名酒です。</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページはこちら</p>
keyboard_arrow_right<a href=""https://a.r10.to/hgD1G6"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページへ（外部サイト）</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">その他商品一覧</h1>
<a href=""https://nom2.jp/nihonshu/jFEHZdD5"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">大七（DAISHICHI）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">大七　純米　生酛</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,606 (税込)</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">飲める・買えるお店</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">該当するリストがありません</p>
<a href=""https://nom2.jp/nihonshu/jFEHZdD5"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">大七　純米　生酛</a>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-700x700_v-fs_webp_0a2de97e-5e01-416c-8fb8-1fed12c776ab.jpg,jFEHZdD5
6ubhzxxh,雁木 活性にごり　発砲純米生原酒純米　スパークリング　　720ml　八百新酒造　山口,価格,1980,"雁木 活性にごり　発砲純米生原酒純米　スパークリング　　720ml　八百新酒造　山口   
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">雁木（GANGI）</p>
<h2 style=""margin-bottom: 1.5em; line-height: 1.8;"">雁木 活性にごり　発砲純米生原酒純米　スパークリング　　720ml　八百新酒造　山口</h2>
<a href=""https://nom2.jp/brewery/yaoshin"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">八百新酒造（YAOSHIN SHUZO）/ 山口県岩国市</a>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">特定名称</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-886ec4c6-3832-4d75-b7f3-b617cbec523a="""" ><p data-s-ebfb7180-0c81-4092-8209-ae4615fa44ed="""" data-r-0_0_1_0_0_1_1_1_1_ebfb7180-0c81-4092-8209-ae4615fa44ed="""" >スパークリング</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">日本酒度<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">14度</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">精米歩合<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">60％</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">味わい</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-72f0044e-7751-4a95-b21b-3f6d7c859c5b="""" ><p data-s-35404844-5c34-481a-8cd7-381b1b6dd1dc="""" data-r-0_0_1_3_0_1_1_1_1_35404844-5c34-481a-8cd7-381b1b6dd1dc="""" >やや甘口</p></li><li data-s-72f0044e-7751-4a95-b21b-3f6d7c859c5b="""" ><p data-s-35404844-5c34-481a-8cd7-381b1b6dd1dc="""" data-r-0_1_1_3_0_1_1_1_1_35404844-5c34-481a-8cd7-381b1b6dd1dc="""" >酸味</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">おすすめの飲み方</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_0_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >冷酒</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">容量<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720 ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">※参考元サイトによる参考価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,980 (税込)</p>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">商品詳細</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">シュワッとはじける爽快感とお米のやさしい甘みが絶妙にマッチした一本です。<br/>グラスに注ぐと、きめ細かな泡が立ち上り、ほんのり甘くフルーティーな香りがふわっと広がります。<br/><br/>口に含むとピチピチと弾ける発泡感とともに、ジューシーな米の旨みとほのかな酸味がバランスよく調和し、まるで和製シャンパンのような心躍る味わいです！</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページはこちら</p>
keyboard_arrow_right<a href=""https://a.r10.to/hFu7pl"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページへ（外部サイト）</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">その他商品一覧</h1>
<a href=""https://nom2.jp/nihonshu/6uBHzXXH"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">雁木（GANGI）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">雁木 活性にごり　発砲純米生原酒純米　スパーク...</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,980 (税込)</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">飲める・買えるお店</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">該当するリストがありません</p>
<a href=""https://nom2.jp/nihonshu/6uBHzXXH"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">雁木 活性にごり　発砲純米生原酒純米　スパークリング　　720ml　八百新酒造　山口</a>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-350x350_webp_e0556c4b-0d2b-481a-b4e1-9bc3f751b0ef.png,6uBHzXXH
aghxnxre,菊姫 純米ひやおろし,価格,1800,"菊姫 純米ひやおろし   
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">菊姫（KIKUHIME）</p>
<h2 style=""margin-bottom: 1.5em; line-height: 1.8;"">菊姫 純米ひやおろし</h2>
<a href=""https://nom2.jp/brewery/kikuhime"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">菊姫（KIKUHIME）/ 石川県白山市</a>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">特定名称</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-886ec4c6-3832-4d75-b7f3-b617cbec523a="""" ><p data-s-ebfb7180-0c81-4092-8209-ae4615fa44ed="""" data-r-0_0_1_0_0_1_1_1_1_ebfb7180-0c81-4092-8209-ae4615fa44ed="""" >純米酒</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">日本酒度<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">18度</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">精米歩合<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">65％</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">味わい</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-72f0044e-7751-4a95-b21b-3f6d7c859c5b="""" ><p data-s-35404844-5c34-481a-8cd7-381b1b6dd1dc="""" data-r-0_0_1_3_0_1_1_1_1_35404844-5c34-481a-8cd7-381b1b6dd1dc="""" >旨味</p></li><li data-s-72f0044e-7751-4a95-b21b-3f6d7c859c5b="""" ><p data-s-35404844-5c34-481a-8cd7-381b1b6dd1dc="""" data-r-0_1_1_3_0_1_1_1_1_35404844-5c34-481a-8cd7-381b1b6dd1dc="""" >酸味</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">おすすめの飲み方</p>
<ul style=""margin-bottom: 1.5em; width: 100%; border-collapse: collapse;""><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_0_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >常温</p></li><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_1_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >冷酒</p></li><li data-s-947f5193-03a4-4d9f-9fbe-1742dd6b2222="""" ><p data-s-07b56148-4e19-4b9b-a11e-682dd4284586="""" data-r-0_2_1_4_0_1_1_1_1_07b56148-4e19-4b9b-a11e-682dd4284586="""" >ぬる燗</p></li></ul>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">容量<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720 ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">※参考元サイトによる参考価格<br/></p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,800 (税込)</p>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">商品詳細</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">毎年9月に発売される秋季限定商品。<br/><br/>「ひやおろし」とは、冬の厳寒期に造り、蔵内でひと夏越して程良く熟成させたところで瓶詰めして出荷するお酒のことを言います。<br/><br/>新酒の頃は、若々しくフレッシュな味わいですが、秋を迎える頃には丸みを帯び柔らかな味わいへと変化します。<br/><br/>▼酒質説明<br/>笹の葉様の爽やかさの中に、バナナ様の香りがほのかに感じられます。<br/><br/>柔らかで上品な甘味と旨みが口の中に広がり、酸味が爽やかな印象を与えてくれます。<br/><br/>後口のキレも良く、サラリとした飲み口が特徴です。</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページはこちら</p>
keyboard_arrow_right<a href=""https://a.r10.to/h8uMXz"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">購入ページへ（外部サイト）</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">その他商品一覧</h1>
<a href=""https://nom2.jp/nihonshu/agHxnxRE"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;""><p style=""margin-bottom: 1.5em; line-height: 1.8;"">菊姫（KIKUHIME）</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">菊姫 純米ひやおろし</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">720ml</p>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">¥ 1,800 (税込)</p></a>
<h1 style=""margin-bottom: 1.5em; line-height: 1.8;"">飲める・買えるお店</h1>
<p style=""margin-bottom: 1.5em; line-height: 1.8;"">該当するリストがありません</p>
<a href=""https://nom2.jp/nihonshu/agHxnxRE"" target=""_blank"" style=""color:#2563eb; text-decoration:underline;"">菊姫 純米ひやおろし</a>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-4284x5712_v-frms_webp_41693a56-7b41-4bdb-a38e-88221fc79a37.jpg,agHxnxRE
