contentId,name,brewery,price,description,imageUrl,oldId,purchaseUrl
yzerkrjg,加茂錦 荷札酒（にふだざけ）黄水仙 純米大吟醸,価格,1980,"<p>商品詳細 可能な限りフレッシュな状態なのが「黄水仙」。口当たりは軽快でもきちんと果実の風味があり、スーッと抜けます。商品名の通り『水仙』のような可憐な味わいです。アルコール度数は13度なのに薄く感じさせないマジックぶりはまさに田中マジック！？ 購入ページへ（外部サイト） その他商品一覧 荷札酒（加茂錦）/ NIFUDAZAKE 加茂錦 荷札酒 月白 純米大吟醸　山田錦　しぼ... 720ml ¥ 2,280 (税込) 荷札酒（加茂錦）/ NIFUDAZAKE 加茂錦 荷札酒（にふだざけ）黄水仙 純米大吟醸 720ml ¥ 1,980 (税込) 荷札酒（加茂錦）/ NIFUDAZAKE 加茂錦　荷札酒　月白　純米大吟醸　仲汲み 720ml ¥ 2,280 (税込) 飲める・買えるお店</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-400x400_webp_f3f7acae-aa99-4ae7-a3d4-0ca172ecdbe8.jpg,yZErKRJg,
ny8jy7ug,加茂錦　荷札酒　月白　純米大吟醸　仲汲み,価格,2280,"<p>商品詳細 加茂錦の若き杜氏、田中悠一氏の醸す加茂錦　荷札酒シリーズ。 この月白は加茂錦流の「淡麗辛口酒」。山田錦を40％まで磨いた綺麗な酒質。 日本酒度＋8（甘辛度の指標・比重）。当蔵流のシンプルな淡麗酒を鮮度味とともにお楽しみいただければ幸いです。冷蔵保管での年単位の熟成にも適しています。 購入ページへ（外部サイト） その他商品一覧 荷札酒（加茂錦）/ NIFUDAZAKE 加茂錦 荷札酒 月白 純米大吟醸　山田錦　しぼ... 720ml ¥ 2,280 (税込) 荷札酒（加茂錦）/ NIFUDAZAKE 加茂錦 荷札酒（にふだざけ）黄水仙 純米大吟醸 720ml ¥ 1,980 (税込) 荷札酒（加茂錦）/ NIFUDAZAKE 加茂錦　荷札酒　月白　純米大吟醸　仲汲み 720ml ¥ 2,280 (税込) 飲める・買えるお店</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-400x400_webp_72d89be2-f3d1-41fd-8064-9a341e69b883.jpg,ny8jY7Ug,https://a.r10.to/hN0zRx
ryzczmi_,純米吟醸 ひやおろし50％,価格,1870,<p>商品詳細 寒中に作り上げたお酒を加熱殺菌の為に１回だけ火入れし、 その後、酒蔵の冷蔵室で大切に冷蔵保存。 夏の間ゆっくりと熟成させると、若々しく華々しい味わいが コクのある円熟した味わいに変化します。 30年前なら蔵元の地元でしか味わえなかった　ひやおろし。 豊かな香りと円熟の深くまろやかな味わいをサンマやキノコ等の秋の味覚と共にぜひお楽しみ下さい。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-600x600_v-fs_webp_e708c885-6d7e-4777-9a3e-caf7c2b94d5b.jpg,RYZcZmI_,https://tokumasa.shop-pro.jp/?pid=116241332
2u5ixnzu,徳正宗 大吟醸,価格,3080,<p>商品詳細 Kura Master PARIS 2024金賞受賞 ワイングラスでおいしい日本酒アワード2023「最高金賞」受賞 第103回(令和3酒造年度) 南部杜氏自醸清酒鑑評会吟醸酒の部　2年連続優等賞受賞などなど...数々の品評会での受賞歴！ 厳寒の仕込み時期に熟練の杜氏が精魂込めて造り上げた当社自信の１本です。 上品な香りとなめらかな口あたりをお楽しみ下さい。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-600x600_v-fs_webp_c37d924c-b017-4971-abe0-d9bd15d79290.jpg,2u5IXNzu,https://tokumasa.shop-pro.jp/?pid=100951899
oasigv2t,真上 特別純米酒,価格,1595,<p>商品詳細 口に含むと、メロンのような穏やかな果実香が鼻を抜けてから、爽やかな熟れた葡萄の香りが口に広がります。口当たりは軽やかながらも、喉越しにしっかりした甘み、すっきりしたキレのある酸味と渋味を感じることができます。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1600x1600_v-fms_webp_30310794-0513-41e1-88ef-6e03fa07039b.png,OASIgV2t,https://item.rakuten.co.jp/kuranosuke/1589/
ur16akts,真上 純米酒 Regular,価格,1489,"<p>商品詳細 香りは控えめで、レーズンやドライフルーツなどの甘いエステルを穏やかに感じる。口に含むと、ほのかにメロンを思わせる優しい甘味と含み香。果皮を思わせる凛とした渋味と苦味、サワークリームのような厚みのある酸味が面白い。燗にすると酸味が広がって、より食中酒向きに。 購入ページへ（外部サイト） その他商品一覧 真上（SHINJO） 真上 特別純米酒 720ml ¥ 1,595 (税込) 真上（SHINJO） 真上 純米酒 Regular 720ml ¥ 1,489 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1600x1600_v-fms_webp_02111caa-d18f-4732-8b8b-3d7d4c95b798.png,ur16AkTs,https://item.rakuten.co.jp/kuranosuke/1610/
my5p6z4d,蓬莱泉 純米大吟醸 美,価格,3190,<p>商品詳細 やや甘口の飲み口が女性にも好評。華やかな香りが楽しめる純米大吟醸酒。 冷蔵庫で軽く冷やし、さっぱりとした肴と一緒にどうぞ。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_afc0b03a-7153-4218-a432-ed4a32493df4.jpg,MY5P6z4D,https://www.houraisen.co.jp/shop/ja/products/detail/68
qoddc1ol,蓬莱泉 純米大吟醸 ひやおろし【蔵元限定酒】,価格,3410,"<p>商品詳細 酒米・但馬強力を使用し、米の旨味が楽しめる純米大吟醸です。 春に出荷したしぼりたてから半年熟成した味わいをお楽しみください。 購入ページへ（外部サイト） その他商品一覧 蓬莱泉（HORAISEN） 蓬莱泉 純米大吟醸 美 720ml ¥ 3,190 (税込) 蓬莱泉（HORAISEN） 蓬莱泉 純米大吟醸 ひやおろし【蔵元限定酒】 720ml ¥ 3,410 (税込) 蓬莱泉（HORAISEN） 蓬莱泉 HOURAISEN スパークリング 360ml ¥ 1,870 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_a78fe0d0-bb4d-470b-99bf-9b8cb167dc37.jpg,Qoddc1OL,https://www.houraisen.co.jp/shop/ja/products/detail/140
lsq61q5i,蓬莱泉 HOURAISEN スパークリング,価格,1870,"<p>商品詳細 スッキリした口当たりでクリーミーな泡が楽しめる発泡性の日本酒です。 乾杯や食前酒としておすすめです。 購入ページへ（外部サイト） その他商品一覧 蓬莱泉（HORAISEN） 蓬莱泉 純米大吟醸 美 720ml ¥ 3,190 (税込) 蓬莱泉（HORAISEN） 蓬莱泉 純米大吟醸 ひやおろし【蔵元限定酒】 720ml ¥ 3,410 (税込) 蓬莱泉（HORAISEN） 蓬莱泉 HOURAISEN スパークリング 360ml ¥ 1,870 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_3e44f736-c8d4-423f-ad99-71002f431f35.jpg,LSQ61Q5I,https://www.houraisen.co.jp/shop/ja/products/detail/82
-qucmjra,谷泉×吉田蔵uコラボ酒,価格,3300,<p>商品詳細 コラボ酒に関しては、お米だけでなく、救出されたお酒も原料として使用することで、いわゆる「貴醸酒」に生まれ変わりました。 震災により販売できなくなってしまった「谷泉 純米吟醸 百万石乃白」を仕込水の一部として使用し、吉田酒造店が得意とする “モダン山廃” で仕込んだ贅沢な貴醸酒です。 飲み始めは酒米「百万石乃白（ひゃくまんごくのしろ）」らしい綺麗な甘みと軽快な口当たり、後半は救出された「谷泉」の個性が感じられ、まさに『谷泉』と『吉田蔵u』の融合と呼べるものです。 奇跡の出会いが編み出す軽快な味わいの貴醸酒をお楽しみください。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_698455ab-28af-4673-a8b5-ff80192f3d9b.jpg,-QUCMJrA,https://a.r10.to/hkEYCe
sgtltqnc,谷泉 純米大吟醸 オリジナルレシピ再現酒,価格,3300,"<p>商品詳細 「谷泉 特別純米酒」のレシピを忠実に再現することを目的とした日本酒。 原料米・酵母・麹菌はオリジナルレシピ通り。 全壊の酒蔵から救出された酒米「石川門」と金沢酵母で醸し、石川門らしい優しい甘みと旨み、滑らかな口当たりが特長のお酒になりました。 醪（もろみ）の発酵管理について『谷泉』蔵元の鶴野兄妹と毎日連絡を取り合うことで、限りなくオリジナルに近い味わいに仕上げられた奇跡の一本です。 購入ページへ（外部サイト） その他商品一覧 谷泉（TANIIZUMI） 谷泉×吉田蔵uコラボ酒 720ml ¥ 3,300 (税込) 谷泉（TANIIZUMI） 谷泉 純米大吟醸 オリジナルレシピ再現酒 720ml ¥ 3,300 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-2000x2000_v-frms_webp_f9d15aea-0be0-40d9-a2e4-0af8a6d3bbb8.png,SgtltqNC,https://a.r10.to/hNIv3M
rmjefd5k,UGO（ユージーオー） JUBAR(ジュバール),価格,1870,<p>商品詳細 「太陽の輝き・陽光」を意味するJUBAR。 ややとろみのある滑らかなテクスチャとともにデラウェア・梨瓜・ほのかに紅茶の穏やかな香り。 追いかけるよう拡がる柑橘様の酸味と渋味がアクセント、太陽の恵みを凝縮したような味わい。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1000x1000_v-fs_webp_59dbb54d-cded-4641-b0bb-2e86d199a199.jpg,RmJeFD5k,
qyjmjh7u,UGO（ユージーオー） HESPERIA（ヘスペリア）,価格,1870,<p>商品詳細 デラウェアやアプリコットを思わせる穏やかな香り。当たりは柔らかく伸びの良い味わい。梅を思わせる明るい酸と渋みが全体を引き締める。 時間と共に複雑さを増し、花の香りやミネラル感も覗かせる。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1000x1000_v-fs_webp_1d1d0649-0fc9-4f38-a1b7-a5eeb1f50730.jpg,QYjmJH7u,
k93jamcf,雨後の月　大吟醸　月光,価格,3080,"<p>商品詳細 山田錦を40％まで磨き、醸し上げた「雨後の月 大吟醸 月光」。 その商品名の通りの暗闇に光る三日月の如く、シャープで綺麗な大吟醸酒に仕上がっております。 上品で華やかな吟醸香、優しくふっくらと広がる旨みがあり、雑味の無い程よい酸味が味をまとめ、芳醇な味わいの中に繊細で透明感ある綺麗なキレをを感じさせてくれます。 購入ページへ（外部サイト） その他商品一覧 UGO（ユージーオー） UGO（ユージーオー） JUBAR(ジュバール... 720ml ¥ 1,870 (税込) UGO（ユージーオー） UGO（ユージーオー） HESPERIA（ヘス... 720ml ¥ 1,870 (税込) 雨後の月（UGONOTSUKI） 雨後の月　大吟醸　月光 720ml ¥ 3,080 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-900x900_v-fs_webp_b5ea2df0-d35a-4da2-8f66-79408c5bef19.jpg,k93JaMCf,https://a.r10.to/hNHUjQ
iv_8cvuj,稲村屋 純米吟醸55,価格,1815,<p>商品詳細 精米歩合55%で香りあり。旨みののった純米吟醸酒。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-500x500_webp_a6000c94-25fc-419c-99a4-eabcb8651d40.jpg,IV_8CvuJ,https://katousaketen.base.shop/items/73935385
inamura_tokubetsujunmai,稲村屋 特別純米酒,価格,2950,"<p>商品詳細 青森県産「華吹雪」「まっしぐら」を使用。辛口で米の旨みを出した味わい。 購入ページへ（外部サイト） その他商品一覧 稲村屋（INAMURAYA） 稲村屋 純米吟醸55 720ml ¥ 1,815 (税込) 稲村屋（INAMURAYA） 稲村屋 特別純米酒 1800ml ¥ 2,950 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-2000x2000_v-frms_webp_8e896d95-a592-4e65-8b17-e441dba8acf5.png,inamura_tokubetsujunmai,https://a.r10.to/hNBEEa
pdsvefaj,羽根屋 純米吟醸 ひやおろし,価格,1788,"<p>商品詳細 ふくよかで透明感のある米の旨みが、綺麗な酸でふちどられてフェードアウト。 穏やかで落ち着いた香り、風格ある味わいの羽根屋 純米吟醸ひやおろし。 旬の味覚に寄り添う味わいです。 購入ページへ（外部サイト） その他商品一覧 羽根屋（HANEYA） 羽根屋 純米大吟醸50 翼 生 720ml ¥ 2,145 (税込) 羽根屋（HANEYA） 羽根屋 純米吟醸 ひやおろし 720ml ¥ 1,788 (税込) 飲める・買えるお店</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-350x350_webp_bfc0337a-999f-45c6-b527-74318a47ab8d.jpg,pDSvefaj,https://a.r10.to/TcFHXW
nx5hbibs,稲とアガベ　花風,価格,2310,<p>商品詳細 「クラフトサケ　稲とアガベ」より、飲食店向けのメニューを考慮した720mlの普及価格「ホップ酒」が新たなブランドとしてリリースされました。 その名も「RICE&amp;HOP交酒　花風（はなかぜ）」です。 RICE&amp;HOP交酒（ホップ酒）とは、いわばクラフトビールの香りを日本酒に取り入れたお酒です。 採用されたホップは、白ワインの有名な品種「ソービニヨンブラン」に特徴的な香りを持つ人気のホップを中心に使用しており、そのフルーティーな特性はまるで万華鏡のような香り世界を表現しています。 今回は、強烈な香りを放つホップに合わせ、「うすにごり」の状態でお米の甘みを引き立て、香りと日本酒の甘みが絶妙に調和し、新しいスタイルの吟醸酒として、さらに進化した香りを持つ新世代の酒と感じられます。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-225x225_webp_f514a6c1-c326-403d-acda-bf489d8d4bcf.jpg,NX5hBIBs,https://www.syusendo-horiichi.co.jp/SHOP/20088.html
st4dhc6f,純米吟醸 萌（めぐみ）,価格,1600,<p>商品詳細 井口の椿の花の酵母と、南砺市内でとれたての米を使用して醸造した純米吟醸酒です。 甘味と酸の心地よいバランスと、花酵母特有の香りを楽しめるお酒ですので、 女性やお酒の弱い方にもお勧めできます。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1238x1240_v-fms_webp_67f97481-8c6e-4139-b6b9-cfa0c69dae69.png,St4DHc6f,https://www.hyakuyoko.com/shopdetail/199001000001/
ictybz7e,風の里 純米吟醸酒,価格,1870,<p>商品詳細 のどごしの良い柔らかな口当たりで、口の中に広がる豊かな吟醸香が楽しめます。食中酒としての完成度が高く、刺身や寿司、天ぷらなどの和食はもちろん、カルパッチョやアクアパッツァなどの洋食にもよく合います。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-300x300_webp_e3c1735d-01c5-486d-b843-419d7b5d9026.jpg,icTYBz7E,https://item.rakuten.co.jp/ehimekatayama/wjksak56/
jeyhymkm,風の里「和」-wa- 純米吟醸酒,価格,1870,"<p>商品詳細 風の里「和」 - wa - は、さくらひめ酵母「Type2 Clear」を使用し、愛媛県初の酒造好適米“しずく媛”を精米歩合50％まで磨いた純米吟醸酒。 さくらひめの香りがほのかに広がる、すっきりとした口あたりで、刺身や焼き魚、ポワレ、カルパッチョなど、和食からフレンチまでジャンルを問わず幅広い料理に寄り添い、その食材本来の美味しさを際立たせます。 購入ページへ（外部サイト） その他商品一覧 風の里（KAZENOSATO） 風の里 純米吟醸酒 ml ¥ 1,870 (税込) 和（WA） 風の里「和」-wa- 純米吟醸酒 ml ¥ 1,870 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-920x920_v-fs_webp_5c274dc2-1b76-406d-bcb1-5e41bb5241e3.jpg,jeYHymkM,https://item.rakuten.co.jp/ehimekatayama/wjksak329/
kc7wbtet,玉川　純米大吟醸,価格,5500,"<p>商品詳細 近年、派手な香りを手軽に出すことのできる酵母が開発され、香りの高い酒が一つの流行になっています。 この純米大吟醸は、最高級の酒米、山田錦を40％まで磨いた、当蔵で最も原料費の高い商品です。 その最高クラスの商品を、香り高い酒がトレンドのこの時代、あえて香りを抑え、米の風味の豊かさが伝わる酒に仕上げました。 玉川の吟醸全体の特徴は食事に合う「味吟醸」であること。大吟醸クラスも例外ではありません。控えめな香りと落ち着いた風味で、さまざまなタイプの食事の供として活躍してくれます。 上品な味わいに潜む純米酒ならではの凝縮された米の力強さ、奥深さをご堪能下さい。 購入ページへ（外部サイト） その他商品一覧 玉川（TAMAGAWA） 玉川 純米吟醸 Ice Breaker 無濾過... 500ml ¥ 1,430 (税込) 玉川（TAMAGAWA） 玉川　純米大吟醸 ml ¥ 5,500 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1200x1198_v-fms_webp_a22a7cd4-8265-4b4a-87ef-909fd4b92bd5.png,KC7wbtET,https://amzn.to/4geVLfr
agxdjw1q,黄金澤 山廃純米酒 うすにごり生原酒,価格,3088,<p>商品詳細 淡雪のようなにごりを纏った、冬の限定酒。グレープフルーツのような味わいがぎゅっと広がり、きめ細かな余韻が心地良いお酒です。 原酒らしいジューシーな旨味がありながら、すっきりとした後味。 少し冷やして、または常温で、季節のお料理とご一緒にお楽しみください。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1000x1000_v-fs_webp_3149a5d2-0576-4f76-951c-0e3278024cee.jpg,AgXDjW1Q,https://www.sake-kawashima-netshop.com/ca6/1288/
jbrviahq,黄金澤 純米吟醸,価格,2650,"<p>商品詳細 洋梨やバナナを思わせる香りで、甘美な味わい。上質な酸味が味を引き締める、軽やかでバランスの良いお酒。 購入ページへ（外部サイト） その他商品一覧 黄金澤（KOGANESAWA） 黄金澤 山廃純米酒 うすにごり生原酒 ml ¥ 3,088 (税込) 黄金澤（KOGANESAWA） 黄金澤 純米吟醸 ml ¥ 2,650 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1000x1000_v-fs_webp_02561bdc-2363-49f2-b065-e267102e3ecb.jpg,JBRVIAHq,https://amzn.to/3XEhvtJ
founz9kk,花華　純米酒,価格,1200,<p>商品詳細 はまなす花酵母のお酒 福司のオリジナル酵母で、北海道で初めての花から分離された酵母を使用。通常の酵母とは異なる酸味と味わいが特徴です。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-720x720_14ee87c1-7ca1-484e-a548-3db71d96f99d.webp,fOunZ9kK,https://item.rakuten.co.jp/946kitchen/10005315/
aieibp7x,福司　純米吟醸酒,価格,2400,"<p>商品詳細 北海道産のお米を丁寧に醸した純米吟醸酒。福司らしい純米造りの優しい甘さと酸味、食事の邪魔にならない微かな吟醸香が特徴です。 購入ページへ（外部サイト） その他商品一覧 花華（HANAHANA） 花華　純米酒 ml ¥ 1,200 (税込) 福司（FUKUTSUKASA） 福司　純米吟醸酒 ml ¥ 2,400 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-288x288_webp_dfd55e30-5ccc-42a6-8abd-71a779b46119.jpg,AIEIBP7X,https://item.rakuten.co.jp/946kitchen/10005209/
rt3-t8jj,ハナグモリ,価格,2178,<p>商品詳細 優しい甘さとほのかな酸味。 日本酒と酒粕を合わせた美容健康効果が期待できるどぶろく。 ハナグモリは磨かないそのままのお米を使用しているため栄養価も抜群。 今までのどぶろくのイメージを一新する、東京発、新時代のどぶろくです。 購入ページへ（外部サイト） その他商品一覧 飲める・買えるお店 該当するリストがありません</p>,https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_506eb4d3-71d3-4c84-bb4e-4e860636d61c.jpg,Rt3-T8jJ,
kkkvt4fg,ハナグモリ 〜 THE 酸,価格,2178,"<p>商品詳細 鮮烈な酸と切れ味。 焼酎で使用される白麹使用することで、白麹由来のクエン酸の酸味を活かしたドライでシャープな味わいのどぶろくです。 炭酸水や炭酸のジュースで割って飲んでも美味しい一品です。 購入ページへ（外部サイト） その他商品一覧 ハナグモリ（HANAGUMORI） ハナグモリ ml ¥ 2,178 (税込) ハナグモリ（HANAGUMORI） ハナグモリ 〜 THE 酸 ml ¥ 2,178 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-800x800_v-fs_webp_0381e329-24f8-4f6f-976d-2ede869c971e.jpg,KkKVT4fG,https://konohanano-brewery.shop/items/5faa1b71df51594ade1b3cfa
buwaez79,酒屋八兵衛 朔旦 生酒,価格,2000,"<p>商品詳細 「朔旦(さくたん)」とは、「ついたち」を意味する言葉。 50％精米した山田錦と伊勢錦を使用し、きょうかい9号酵母で醸されています。バランスの良い甘味と酸味を備えたモダンな吟醸酒のスタイルを目指しました。 伊勢では、毎月1日の朝に神宮を参拝する「朔詣(ついたちもうで)」という風習があるそう！ 2024年が明るい1年となるよう願いを込め、このお酒を酌み交わしてほしいという蔵元の思いが詰まった1本です。 購入ページへ（外部サイト） その他商品一覧 酒屋八兵衛（SAKAYAHACHIBEI） 酒屋八兵衛　Nero　生原酒　2024 1800ml ¥ 3,500 (税込) 酒屋八兵衛（SAKAYAHACHIBEI） 酒屋八兵衛 朔旦 生酒 ml ¥ 2,000 (税込) 酒屋八兵衛（SAKAYAHACHIBEI） 酒屋八兵衛 しぼりたて純米酒 ml ¥ 1,650 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-539x540_webp_dfc2a780-f762-43ac-88e4-897e18c9b1bf.jpg,bUWAeZ79,https://imadeya.co.jp/products/8181950939301
vejwbapm,酒屋八兵衛 しぼりたて純米酒,価格,1650,"<p>商品詳細 こちらは令和5BY搾りたての新酒です。五百万石だけで仕込むと苦い余韻や後味の重さを感じやすいため、これまでは甘味を主軸にする事で苦味をマスキングしていましたが、今季は甘味に偏重せずややドライな印象の酒質を目指したそう！ 購入ページへ（外部サイト） その他商品一覧 酒屋八兵衛（SAKAYAHACHIBEI） 酒屋八兵衛　Nero　生原酒　2024 1800ml ¥ 3,500 (税込) 酒屋八兵衛（SAKAYAHACHIBEI） 酒屋八兵衛 朔旦 生酒 ml ¥ 2,000 (税込) 酒屋八兵衛（SAKAYAHACHIBEI） 酒屋八兵衛 しぼりたて純米酒 ml ¥ 1,650 (税込) 飲める・買えるお店 該当するリストがありません</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-765x900_v-fs_webp_576adb1f-300d-4dfc-a928-37112badb807.jpg,VeJWBaPm,https://imadeya.co.jp/products/8175823421605
-rambrie,天領盃　純米吟醸 しぼりたて生原酒,価格,1650,"<p>商品詳細 冬季限定の純米吟醸の生原酒となります。 しぼりたて後即瓶詰めを行うため、発酵由来の炭酸感があります。 また、空気に触れている時間が短いため開けたては少し硬い印象ですが、 ２日目３日目には大きく味わいが開いてきます！ 何日かに分けて味わいの変化をお楽しみください。 購入ページへ（外部サイト） その他商品一覧 雅楽代（UTASHIRO） 雅楽代（うたしろ）　雪下　生原酒　にごり 1800ml ¥ 3850 (税込) 雅楽代（UTASHIRO） 雅楽代 試験醸造1401 720ml ¥ 1,760 (税込) 天領盃（TENRYOHAI） 天領盃　純米吟醸 しぼりたて生原酒 ml ¥ 1,650 (税込) 雅楽代（UTASHIRO） 雅楽代 月華 火入（純米吟醸） ml ¥ 1,760 (税込) 飲める・買えるお店</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1000x1000_v-fs_webp_f0769144-cf45-4183-9727-bb920d10d88a.png,-rAmBriE,https://tenryohai.co.jp/products/namagensyu
ljib1dj-,雅楽代 月華 火入（純米吟醸）,価格,1760,"<p>商品詳細 雅楽代～月華～の火入れです。 より淡麗辛口な綺麗な酒質となっております。 月華は「月の光」という意味の大和言葉です。月の光のように綺麗で穏やかな凛としたお酒になりますように。そんな願いを込めて醸しました。 雅楽代シリーズの中核をなすお酒です。 上槽翌日瓶詰め→ -5度の冷蔵庫にて貯蔵のため、封開けは固めの印象ですが、開栓後に味わいが大きく開いてきます。 購入ページへ（外部サイト） その他商品一覧 雅楽代（UTASHIRO） 雅楽代（うたしろ）　雪下　生原酒　にごり 1800ml ¥ 3850 (税込) 雅楽代（UTASHIRO） 雅楽代 試験醸造1401 720ml ¥ 1,760 (税込) 天領盃（TENRYOHAI） 天領盃　純米吟醸 しぼりたて生原酒 ml ¥ 1,650 (税込) 雅楽代（UTASHIRO） 雅楽代 月華 火入（純米吟醸） ml ¥ 1,760 (税込) 飲める・買えるお店</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-350x350_webp_2204173e-e898-4ae0-bcd8-eb8bede8affb.jpg,ljIB1dj-,https://item.rakuten.co.jp/meishu-honpo/21234/
7ioobfm_,翔空　森のSAKE　〜クロモジ澄み酒〜,価格,2640,"<p>商品詳細 森へ飛んでゆけるSAKEができました ●手つかずの自然が残る新潟・栃尾地区の森に入り、ゆっくり時をかけて育った「クロモジ」を採取。米とともにモロミの中で醸し、搾ってキレイに仕上げたお酒です ●キレイなパープル色になっています(クロモジに含まれるポリフェノールの色)。クロモジの魅力は何といっても香りですが、この色も魅力的 ●クロモジは日本固有の和ハーブとしてお茶や薬草に使われ、豊かな香りだけでなく健康機能性でも注目の貴重な森林資源です ●クロモジの香りは爽やかでフローラル。それはアロマテラピーでも人気の「リナロール」が主成分で、リラクゼーション効果があると言われています ●アフターテイストとして少し感じられるスパイシーさも良いアクセントに ●ドブロクと比べるとスッキリで、舌を包み込むようなとろみも感じます。洋酒感も増！ 購入ページへ（外部サイト） その他商品一覧 翔空（SHOKU） 翔空　HOP SAKE　ほっぺ 720ml ¥ 2,420 (税込) 翔空（SHOKU） 翔空　酔いどれイチゴ　槽絞り生 720ml ¥ 2,640 (税込) 翔空（SHOKU） 翔空（しょうくう） サンサン澄み酒 720ml ¥ 2,860 (税込) 翔空（SHOKU） 翔空 酔いどれイチゴ 720ml ¥ 2,640 (税込) 翔空（SHOKU） 翔空　森のSAKE　〜クロモジ澄み酒〜 720ml ¥ 2,640 (税込) 飲める・買えるお店</p>",https://storage.googleapis.com/studio-cms-assets/projects/YPqrD0nkW5/s-1280x1280_v-fms_webp_a356c4a4-9979-4716-8ee9-b0c5a35caf8d.jpg,7IOobfM_,https://lagoonbrew.official.ec/items/74756117
